Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID5 0.996),hdp.2 (ID6 0.998),hdp.3 (ID4 0.992),hdp.4 (ID13 0.998),hdp.5 (ID1 1),hdp.6 (ID9 1),hdp.7 (ID3 0.979),hdp.8 (ID2 1),hdp.9 (ID14 0.975),hdp.10 (ID8 0.987),hdp.11 (ID11 0.976),hdp.12 (False Positive) (ID5 0.128)
DEL,C,1,0,0.0215161216918859,0.0300545820405815,0.0120598286932897,0.0466217871621631,0.000486279163928897,0.334494745565197,0.13604297241619,0.00404669355991876,0.010551314208987,0.0342655445659749,0.0085355668869242,0.00301179748489668
DEL,C,1,1,0.0281742449400943,0.00618474962245688,0.00239459084057996,0.0145137247486066,0.000570023142198031,0.0974214800195199,0.156712663056557,3.895297159332e-05,0.00242251097260161,0.0197530795008356,0.00963411888389338,0.00420400726269434
DEL,C,1,2,0.0273586912197464,0.0082828447105179,0.00327781715591006,0.00707616643874224,6.3768053553808e-06,0.00242930033810986,0.210991316670965,2.84367151659021e-06,0.000350508642351792,0.00267045261957677,0.00273851732750329,9.07437392012154e-05
DEL,C,1,3,0.0136100307917445,0.00090235032448917,0.00153505756808346,0.00490919495468991,0.00189566170660326,0.0110065056791419,0.0714241159054455,0.00224424292682592,0.000866574861513789,0.00566375560472469,0.00239504769383707,0.0136790595242184
DEL,C,1,4,0.003064454979444,0.00260412273426508,0.00232021285773769,0.0040419007911233,0.000835007640527635,0.0131162155254673,0.0435279094873044,0.00332694273579671,0.00193067415067213,0.00111157947943908,0.00330080892384927,0.00619477792147312
DEL,C,1,5+,0.00250950446054599,0.00185995620289679,0.00229678540063496,0.00139985469597486,0.00274755238033075,0.000670976560892756,0.0255553431142665,0.0133679912624098,0.00360664050204189,0.000599684733561116,0.000759213594023469,0.019058102353506
DEL,T,1,0,0.118518879257745,0.00311204241662357,0.00757003202181135,0.0392506780654763,0.00148094702104391,0.105983243000858,0.0281038928219723,0.00634206731880218,0.0197246736816189,0.0291446957722503,0.0165751195563733,0.0104888898829518
DEL,T,1,1,0.0978353977132604,0.000964268495994215,0.00334417165404054,0.515444733817776,7.11793022071398e-06,0.0389962893276411,0.00793569606233909,2.8199906989642e-06,0.000550126968522613,0.0108364757692786,0.00889453974125125,7.70842502897649e-05
DEL,T,1,2,0.109773848186819,0.00969096132991354,0.00538837104641393,0.0193009182227823,0.000360134492659999,0.0846608489547028,0.0106396273788888,0.00667003184241142,0.00799480370164965,0.00890732226349547,0.0208881466395003,0.0131558451828734
DEL,T,1,3,0.0898700600600935,0.02127133057726,0.00650999550069816,0.0550129188731346,0.00209732908932529,0.105630023151536,0.0151259916740172,0.0167444298671471,0.0157665075007982,0.0102594298432566,0.00554673251522675,0.0116436359163081
DEL,T,1,4,0.0486948788077413,0.0169414021568528,0.00420612315450766,0.0145426389182084,0.00417308831355586,0.0955686200465487,0.0133554829320095,0.0437181164924936,0.0111981593475324,0.00155591961012606,0.00840070219372571,0.0389423242059723
DEL,T,1,5+,0.027533802424381,0.00321080744008543,0.00219390587541055,0.00657148275114688,0.00150809202403403,0.00414034395310643,0.00820334162139971,0.822731373724625,0.0487658696693943,0.00926572943849411,0.00891937154740999,0.013262325292341
INS,C,1,0,0.000525121671668849,0.00222668360748232,0.000407296685596313,0.00282514902706438,5.65655724681758e-06,0.000205130032721576,0.00267613665892945,2.36808176260115e-06,0.535452010323558,0.00266319801148571,0.00071241519010891,9.79329438914526e-05
INS,C,1,1,0.00118043735506549,0.00176396297559113,0.000325160803773129,0.00235439492406969,5.48849935481949e-05,0.000217363277041971,0.00127012874205511,0.000175883352712794,0.0153974130162894,0.00220715451812765,0.120179967071426,0.000377273486133222
INS,C,1,2,0.00304585907067077,0.000149099074776284,0.000217654495552893,0.00199790768568741,9.67220141151719e-06,0.000381178965409313,0.00213684699441311,1.19953208283092e-05,0.000631769069156313,0.00103880449995255,0.0658356703476007,0.000139470570990601
INS,C,1,3,0.000405254585789285,9.6880349315813e-05,0.000844059409123748,0.000396096931535869,0.000839626622962986,0.000226140086946397,0.00576812214294935,0.000303698592447722,0.000843163081801047,0.000229976614355478,0.0263881695944839,0.00646541153803449
INS,C,1,4,0.000174857197528532,0.000446141389012723,8.65250354808558e-05,0.000322940356130922,0.00145713603610994,0.000380298268332993,0.00814238758974583,0.00244362258412739,0.00082845593739036,0.000234274000522398,0.00778381616129906,0.019169055745892
INS,C,1,5+,0.000253190076863262,0.000379485765113231,0.000847973304105111,0.000999286189620736,0.0211645407743467,0.000848075091465971,0.0104717836337801,0.00753562295528474,0.00202036280421392,0.000918581060829195,0.00126946500984177,0.188640657189165
INS,T,1,0,0.00508343127113905,0.00695655681429907,0.0037108616792052,0.0388221722876225,0.00230318852480672,0.0137614648738224,0.0182645840244115,0.00109452936407572,0.0395010367440006,0.00452540975955523,0.00428162084528401,0.0129838634306725
INS,T,1,1,0.0141379918422107,0.00132281670926625,0.00117156854988569,0.00483529311681525,1.87734235253763e-05,0.0105716705459664,0.0419322419465967,9.4506196342474e-06,0.00365184876831853,0.00347054174825193,0.205984807332393,0.000214957220238091
INS,T,1,2,0.0280161247076136,0.000705619055475012,0.000318856637213861,0.00671960870255877,0.000104735557201317,0.00243560998976624,0.0462147755790607,0.000495901975307775,0.00173576211071273,0.00198982270413445,0.132643512569592,0.00426679298365574
INS,T,1,3,0.0214032438461229,0.000822987874120656,0.000808666615935133,0.011714105996687,0.00332208698966677,0.00180009656662477,0.0249799808490572,0.00104095348759834,0.000472174117673288,0.000810932275730353,0.0841379775089136,0.0339125968445782
INS,T,1,4,0.0111486841370576,0.000999944788618132,0.00113571447621713,0.0119711409798209,0.0143665572895105,0.00400692437821565,0.00612478772121803,0.00343509895009911,0.00487425675700805,0.000715045923902824,0.0423159075282196,0.0957580497125516
INS,T,1,5+,0.000902094103180702,0.0155129443082949,0.00404172558709403,0.0281536896781662,0.903036301934729,0.0046679659522269,0.0307520777375303,0.014136440701279,0.136116396349186,0.0116471422273079,0.0112871220232067,0.0133772726873327
DEL,repeats,2,0,0.0274670114985166,0.00108454162694694,0.0876967997254906,0.0230654605218004,0.00055197518597041,0.0147389722746487,0.00981554124738139,0.000162853969514815,0.000773196958187628,0.0090887760716724,0.012550656717982,0.00540420504570337
DEL,repeats,2,1,0.0256189010952372,0.00153842416777437,0.193728366294945,0.00513031634367545,0.000863122368869724,0.0038939297368894,0.00997925792138936,0.00290187699291348,0.00637793514344745,0.0100240704204549,0.00631398646151271,0.0116552984039167
DEL,repeats,2,2,0.00474514719585603,0.00221139271607087,0.0462886854272327,0.00290901119713555,0.000653806786305027,0.000473139423823723,0.012066127846038,0.0016380791178485,0.00222128732422731,0.000712417282192474,0.00189294768487052,0.0030863255735188
DEL,repeats,2,3,0.00035920325924316,0.000604604938452156,0.0120166919793165,9.39836400989761e-05,0.000227386503224765,0.000157958449592636,0.0066155426487767,0.000880329461743304,0.000199757919405906,0.000108542227927359,0.000418120528567427,0.00153593364204311
DEL,repeats,2,4,0.000775896254204772,0.000188323855440796,0.00313951688110431,0.000179567970742043,5.85530397126749e-05,0.000229403491866186,0.00298224442617151,0.000797086454284201,0.000346191223009536,0.000210464856716155,0.000367879432385779,0.00137681257823253
DEL,repeats,2,5+,0.022054133010779,0.000171350745113838,0.00203793716040321,0.00108873782821472,4.92273924635388e-06,0.000204858584992573,9.69504695583475e-05,1.96156106002128e-06,2.87063517005891e-05,0.000720022621972418,0.0124188571314471,9.29005006082866e-05
DEL,repeats,3,0,0.0171244989976783,0.00105006166068526,0.00501854990526417,0.00480264256375043,4.72754157055486e-05,0.00211910796992067,0.00113596799015093,1.24896578962522e-05,0.00160524243590873,0.0116195968680369,0.00649405037254039,0.000359140714303402
DEL,repeats,3,1,0.00596814772892797,0.00424186039512584,0.0989552304649534,0.000902633704191045,0.00436102714102597,0.00411175749115655,0.000242821250191038,0.0041694144637619,0.00440049725902202,0.00205375924506119,0.000846280392004043,0.0536860250647628
DEL,repeats,3,2,0.000940649793277692,0.000535530894798855,0.0143714589384611,0.000830595022490662,0.000679604194645653,0.000980402843268983,7.16263423893777e-05,0.0019328125474233,0.00146447262927139,0.000226395459216378,0.00041134619862251,0.00655959011947659
DEL,repeats,3,3,0.000498878045758762,0.000144269597277049,0.00369554157599244,0.000137229005571008,0.00025765780054119,0.000318558990414234,0.000118228448589418,0.000439341329108781,0.000376014320590801,0.000249547442595034,0.000475380274790366,0.00517167421400026
DEL,repeats,3,4,0.00553322123023621,3.40345647545122e-05,0.000725272696439368,0.000891666260548976,4.62107011102813e-06,3.21756041444712e-05,5.36138429143059e-05,2.17074161571772e-06,3.95946240371793e-05,3.0842237146434e-05,0.00304791541318426,7.35695279967601e-05
DEL,repeats,3,5+,0.00846846425090399,0.000176861208388498,0.000718185750883828,0.000492970981483581,3.87994524569495e-06,7.81890102963321e-05,0.000128500904685402,2.18258202453072e-06,6.56885880526158e-05,4.97042181831986e-05,0.00375375617160893,5.13628735091387e-05
DEL,repeats,4,0,0.0106313412307777,0.00234012479465564,0.00647279952017884,0.00425613353782127,5.77712051716403e-05,0.00128432175283233,0.000119856428193138,1.36707386753495e-05,0.000400333456331592,0.00716527119203655,0.00553080728712673,0.000885869777941443
DEL,repeats,4,1,0.00278076301741442,0.00255183775072916,0.0575855142721019,0.000664139642769715,0.000873385382497831,0.00360526618969601,0.00140931623799885,0.00183447696553056,0.000267171481006351,0.00135319300204038,0.00179250991434293,0.0066619164662343
DEL,repeats,4,2,0.000130530530696367,0.000534835185006663,0.0137734437417015,0.000178278868091735,2.92577307752445e-05,0.000508765430212409,2.79612637200242e-05,0.000440033993024342,0.000577118317620735,0.000110288502546735,0.000248828912698055,0.000377513126289564
DEL,repeats,4,3,0.00361707736951613,0.000170658716325838,0.00398663751523134,0.000488781397870082,4.04591546201604e-06,0.00010550871617753,5.09909868860912e-05,1.61818920444412e-06,3.5536449274366e-05,6.58452596967501e-05,0.00210332949876644,8.67497365955282e-05
DEL,repeats,4,4,0.00458795562629817,5.33303887263004e-05,0.000417025510264273,0.000599211167874934,5.7296258955124e-06,3.46668910795418e-05,0.000118699705843126,1.85993088437632e-06,1.76884570742776e-05,8.64055204902012e-05,0.00103411812427999,9.80927039956801e-05
DEL,repeats,4,5+,0.00133039700255824,0.000116249793371431,0.0006706179486639,0.000348913760311726,3.54727412656582e-05,5.22567039189265e-05,7.09170764216753e-05,0.000141543207052874,7.95282602167067e-05,3.38769892333826e-05,0.00034848930110082,0.000518102018009757
DEL,repeats,5+,0,0.0202871188252879,0.0153667863558677,0.00567231014911549,0.0122657915754463,8.82356124881878e-06,0.00213497861380971,0.0013865911659867,4.17966431099102e-06,0.00495622789883874,0.208571296938925,0.0340964686350856,0.000205531374088668
DEL,repeats,5+,1,0.000193216895871893,0.00759299507699923,0.0150342630753586,0.00311655672383505,9.61844376283457e-05,0.000684784202041368,0.000135798251856461,0.00284125212638942,0.000401998604207242,0.000487642572569977,0.000268307887654423,0.00201265779305794
DEL,repeats,5+,2,0.000303276395273006,0.0004050613822357,0.00289995855185215,0.000366236077175232,0.000107063315581166,0.000139506036192198,5.31425856605976e-05,0.00039796008700806,3.97940429444429e-05,0.000244999006377125,0.000892612366643706,0.0014225838480937
DEL,repeats,5+,3,0.000165217870534371,0.000179191284041711,0.000906094644578358,0.000104014470096681,1.7671130767923e-05,0.000135404159398377,4.5935681800857e-05,0.000109079766189815,9.6528722060925e-05,2.54668125252695e-05,0.00026268852543782,0.000535196349162098
DEL,repeats,5+,4,3.51063706690688e-05,8.00839271900463e-05,0.0001343444452353,3.31742510165053e-05,9.44882011407874e-06,6.15160875638015e-05,2.12827392053504e-05,5.8233103943831e-05,2.71409132785702e-05,1.0551485966544e-05,0.000115030343556478,0.000388057293168578
DEL,repeats,5+,5+,0.000631757737716546,2.28958460710649e-06,0.000166130863762516,0.000161409751378728,1.38569473060534e-05,7.85931658039585e-05,2.86705296877266e-05,1.8856837735446e-05,2.33120702591099e-05,2.7150324631898e-05,0.000181218878755997,0.000433189522612845
INS,repeats,2,0,0.00607274526660832,0.0021136730977994,0.00101003651272628,0.0102135300850424,0.000552379151213909,0.00143968636857005,0.00231214993261831,0.000206762152196378,0.0261206163523923,0.0019869651638482,0.00355656764291721,0.00175168966280234
INS,repeats,2,1,0.0195557369119554,0.000311313567486844,0.000760861184377051,0.00272516300274991,3.65854724014964e-05,0.00172248664481697,0.00265468255345002,0.000232847559512164,5.96860789439828e-05,0.00150240903014038,0.00289801392859985,0.000442136088449584
INS,repeats,2,2,0.0072433135557684,0.000475905988905107,0.000134805725715246,0.000575664902277912,0.000241501278476927,0.000612814360825079,0.000914915016941793,0.000868511747047189,0.00111872012785783,0.00058374305532335,0.00187746667512755,0.00125611381948866
INS,repeats,2,3,0.00120124652320898,0.000391622035932572,0.00031502661141067,0.000691875491980236,0.000431827363083679,0.000397429636118951,0.000843974139648719,0.000396640868126144,0.00100546015947749,0.000364661274798267,0.000290052376231715,0.00299662027499507
INS,repeats,2,4,0.000101806695272677,0.000123530819662197,0.000203592430012708,0.000178631357097679,0.002305267849781,0.000192504697237066,0.000496976475342473,0.00195777607600406,0.00371195362696777,0.000145092161821266,0.000213557975148782,0.0315703539564989
INS,repeats,2,5+,0.000841963987862641,0.000334776288203399,0.000208932101022997,0.00169449522048575,0.0152556451246129,0.000573442375776154,0.000266807768387361,0.0135964480036538,0.000533126506678395,0.00202936308716514,0.000616552868658869,0.250129126104242
INS,repeats,3,0,0.00395640497717767,0.00104107632945384,0.00024917532834923,0.000550537471711373,4.02201157551445e-05,0.000598717175432198,0.000135993419001936,1.53639171356093e-05,0.00798896072766683,0.000528508352193376,0.00150867659510983,0.000162396145947246
INS,repeats,3,1,0.00591910332501709,0.000183207259614626,0.000489278807259515,0.00385246312821484,0.000356751414225428,0.000853558335591829,0.000383617685041374,0.000945713185909456,0.00302311086655263,0.000569344596516659,0.00371881839782743,0.00491462020629822
INS,repeats,3,2,0.00143348829427828,0.000798446619175995,0.000993388480859125,0.00034469396335486,4.67545406241384e-05,7.46541576475394e-05,7.11408046128298e-05,0.000150512316728726,0.000302508511373454,9.04740080812199e-05,0.000268952004272137,0.00102653854971375
INS,repeats,3,3,2.30208096340928e-05,0.000296081572142461,3.0779988389151e-05,0.000116563078708267,0.000111542423746158,4.81126019228163e-05,2.60952754023107e-05,1.68715958577987e-05,0.000292338147103012,7.35428972895577e-05,2.48318061587455e-05,0.000938510732284402
INS,repeats,3,4,3.14887917568591e-05,0.000131235161434985,0.000162175034192066,8.14753159452118e-06,7.77293846437112e-05,6.06595191745036e-05,3.70865178145571e-05,9.21341677769352e-05,0.000902171136460334,0.000122837313183643,3.8646997062806e-05,0.00135300832270263
INS,repeats,3,5+,6.33529315940549e-05,3.54223033347038e-05,5.37880996010231e-05,5.93188641430529e-05,0.00105097977698843,0.000100049600738695,3.36877533787217e-05,0.00198698439114427,0.00198600292649241,5.77895065900325e-05,0.000361393844372941,0.00896981093190465
INS,repeats,4,0,0.00242527279198321,0.00162495353330371,0.000543346470787778,0.00130225552578635,1.08861848176897e-05,0.00015268029930647,5.47134431729585e-05,9.5137684812501e-06,0.00514728118294259,0.000578821735941473,0.00134680342580309,9.26608604519454e-05
INS,repeats,4,1,0.00365739007692021,0.000736786117964354,0.00150594098506139,0.00443494617497915,0.000599328889513846,0.00148082577994337,0.00013423215451838,0.00107071632855129,0.0020009792864279,0.000558889100275493,0.00234123063988122,0.0104294591241791
INS,repeats,4,2,0.000278970989191554,0.000397669925819189,9.84763933703763e-05,0.000133835039999496,2.04446079048107e-05,8.79671607121903e-05,8.93008694905779e-05,5.14268422778215e-06,8.64082125172995e-05,0.000167454075921811,0.000163983206502699,0.000554048041460942
INS,repeats,4,3,1.70993700908516e-05,0.000397566857701827,0.000106961158562118,5.63982409509501e-06,5.02680987885208e-05,2.45690355606357e-05,1.32951667637092e-05,0.00021783096103507,0.000793467890110969,1.82786588594679e-05,7.02087113307643e-05,0.00107846058358768
INS,repeats,4,4,3.73714021883414e-05,2.89326929451077e-05,0.000286567003617613,0.000111245530275749,0.000350658532762119,0.000124497992864218,4.62641338261688e-05,0.00014349687450702,0.00141685139421685,0.000103857190946413,9.41742916932744e-05,0.00250384023350537
INS,repeats,4,5+,0.000714779232296171,0.000107569985487899,0.000115124425237533,0.000739592432270522,0.000847970018806096,0.000105442362288218,6.35816478563779e-05,0.0020722205340869,0.000227018484028834,0.000895074653849144,0.000477490311986324,0.00565327104819403
INS,repeats,5+,0,0.00456555608245222,0.00877674344791101,0.00026209118178773,0.00252059852592925,6.91438184220698e-06,0.000155069039321695,7.2859227527867e-05,3.09034670019449e-06,0.00273835063792563,0.000390238844698973,0.00378018716385303,8.35545345109783e-05
INS,repeats,5+,1,0.00432971776490624,0.00554203524761024,0.0022232880441635,0.0147501038759923,0.00151819533047285,0.00190695648927556,0.000818626211608349,7.92814040104175e-05,0.0252345782055296,0.00959882855320561,0.00195864757987729,0.0102561194110923
INS,repeats,5+,2,0.000260300657954122,0.00128272689261674,8.81465062588493e-05,0.000253933079881653,0.000158866899830116,6.96052298880864e-05,3.94094828631393e-05,1.85746413254027e-05,0.000558273230884329,5.60358481456278e-05,0.000315750408186696,0.00260416957896023
INS,repeats,5+,3,0.000144365019640153,6.51022401306839e-05,4.03830092898534e-05,3.6074731979697e-05,0.000203960694453205,0.000182225876565491,5.34329562916704e-05,8.59959025081262e-05,0.000116630147913092,7.16895572072606e-05,0.000231037967498453,0.0023401660067243
INS,repeats,5+,4,0.00011973441974772,3.82419525453848e-05,5.87084247204515e-06,3.76861102925813e-05,0.000155924320963392,0.000112258716372068,3.89572663065506e-05,1.28280962481573e-05,5.08318794614808e-05,5.42563463136215e-05,0.000261844510559437,0.00194859399126272
INS,repeats,5+,5+,0.000513989041751624,2.86124455804481e-05,4.42689478784928e-05,0.000226892137568563,0.000157584023126603,6.66916909301225e-05,5.79027599404792e-05,6.45045738117864e-05,1.73494449319295e-05,0.000344263458155456,0.000541413333564919,0.00151836003057808
DEL,MH,2,1,0.0299711365092044,0.000939200857450172,0.20078955003459,0.0103323490933887,0.000925181659881912,0.00468495254789072,0.00985771163132686,0.000170510767213892,0.00229544124489327,0.00315479462235875,0.0131873771000506,0.00807387626739688
DEL,MH,3,1,0.0137237208130951,0.00108851711147375,0.00620336978530106,0.00263947796096229,2.07556715806829e-05,0.0024205416247207,0.000566446458783065,9.77721757733948e-06,0.00146824164661867,0.00998426791163568,0.00323997321985213,0.000678581042706272
DEL,MH,3,2,0.00879213240136907,0.00390014541402148,0.0417224839344396,0.00121102129993373,0.00156281104736591,0.00121560325219232,0.000581978907458318,0.00249321416303919,0.00351380102976534,0.00366838395608089,0.0055000229549836,0.0213039300186839
DEL,MH,4,1,0.00916088438634562,0.00250480924117869,0.0120219198247559,0.00134113002758468,8.2857759944249e-05,0.00256296723204262,0.000163040729260223,7.18219464582239e-05,3.77300572542651e-05,0.00584346313828225,0.00240382100638868,0.00158913375675086
DEL,MH,4,2,0.00627127042563359,0.00920826020727094,0.0292033177304978,0.000767751268288175,0.00018045555400592,0.00223752553365523,0.000430248352287094,0.000505512440460998,0.000676229514530724,0.00213000462231139,0.0029188477695452,0.00138999278683129
DEL,MH,4,3,0.00333077576760041,0.00479538771941688,0.0486666841487309,0.000603793524952198,0.000105410920282825,0.00280695048304214,0.000112977976358709,0.000597718637391545,0.00177521714151483,0.000749055821986729,0.00267434998582832,0.00366202110910257
DEL,MH,5+,1,0.00751498305406962,0.0661174390006716,0.00227690840540818,0.00953255153890305,4.21814870536812e-05,0.000907069731235924,0.00108159251935185,0.00052009291721348,0.00754365830774731,0.346403028523092,0.0243032085247813,0.00108541014812158
DEL,MH,5+,2,0.00816189547052975,0.238613668446851,0.000598853888541329,0.00977853850947929,2.15761281217419e-05,0.00066087870537385,0.00196113468121984,4.66916654533537e-05,0.00475420657483539,0.120837016523705,0.0151901799846181,0.00022645994774247
DEL,MH,5+,3,0.00706861491044622,0.230707493533239,0.00114097027804925,0.00241213262324322,2.95896712078867e-05,0.000577079775344792,0.0010265220631079,5.35768631781165e-05,0.00107486791015057,0.0422454768653815,0.00569681168715398,0.000311052922930927
DEL,MH,5+,4,0.00242896802911893,0.131166422362713,0.00393751813321523,0.000743751802540654,5.96709900377056e-05,0.000607083797657241,0.00118131817051536,0.00036901226086173,0.000212221601109878,0.0140672277997114,0.00173373982570604,0.000664522153534253
DEL,MH,5+,5+,0.00108328368168526,0.107858182349063,0.000381786477235641,0.012168373685318,0.000558009612514764,0.000391910198962559,0.000249533095925671,0.0021868731860247,0.00114173306975605,0.0122641826415998,0.000921442138015845,0.00455116596918068
