Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16,W.17
DEL,C,1,0,0.000423513114708222,6.7301483157614e-50,9.58714863007909e-203,0.100354457995584,2.62355876055682e-07,0.0282632132067147,0.0049028744663989,4.40040725903276e-159,0,0.0275443677360711,1.25340364552021e-140,0,0,0.588679615133572,0.00227133659408807,3.92129890634762e-71,3.50580973093517e-80
DEL,C,1,1,0,0.0252737504496915,6.60262595877337e-50,0.248767981309361,0.0231371247013333,0,0,2.41675003847577e-125,2.24806028199993e-308,0.00208353268576788,3.73138739206091e-266,0,0.000402418886613391,0.138131036500362,0,0,2.1192597820702e-33
DEL,C,1,2,0,0,0,0.223345084775541,0.0258208307514146,0,1.04317039955254e-19,0,0,0.00454890526196726,0,0,0,0,0,0,0.00566806354636981
DEL,C,1,3,9.83846079568615e-113,0.00728202527958109,2.68680310115228e-62,0.0789155299822845,0.0142141887695045,0.0089528532246857,0.000137032213803853,0.000292346856845977,0,0,2.58215475379851e-203,0,0.00200352904692442,0.0123792747963274,0.00161540750439631,0.0145470453428017,0.00376932725876535
DEL,C,1,4,0.00218997708808107,4.13724950269097e-283,0,0.0488004218943616,0,0.0358671975347091,0.00160864746925729,0,0,0.00176280907011506,0.003322764449872,0,0.000389970212262531,0.0182454572507892,0.00192814791854917,3.25842315488553e-178,0.000757900417213891
DEL,C,1,5+,0.0053543361248667,0,0,0.0272881609288583,0,0.114104066271497,0.00169239534577551,0,0,0.000606677418660309,8.86939758645293e-300,0,0.00154217305932032,0,0.00972548289149344,6.94822376547659e-250,0
DEL,T,1,0,0.0209898667772836,0.039926623374898,2.57834750745504e-257,0.0217962591786569,0.16691195994391,0.0595795977999626,0.00187068837475033,6.4317090199755e-200,1.73026077395462e-139,6.46676131118334e-233,0.0715739032544049,0,0.00131071803576056,0.169944096364526,0.00307357229932373,1.10541016265979e-55,0.0303196313466011
DEL,T,1,1,0,0,0,5.50936808779099e-42,0.0488481954762722,0,0,0,0,0,0,0,0,0,0,0,0.75421596988034
DEL,T,1,2,3.20268904407037e-217,2.72563945420419e-128,0.962344415918545,0.000329580837563453,0.116961091456527,0.0463759194945439,4.95531302865186e-136,3.06412814890675e-213,0,8.42572241396412e-67,3.56487274886741e-52,0,0,5.97939730551024e-25,0.00444321127773384,1.55397650379841e-242,7.54982247607149e-41
DEL,T,1,3,1.47661776356811e-178,1.70948523139489e-149,9.95211727001498e-228,1.69934509365521e-41,8.84883819508709e-18,0.0253988864522022,7.72272733065486e-229,1.85947020666427e-227,0,5.03301839762069e-37,0.869681690725493,0,2.03760045206632e-33,6.37091164797105e-93,0.0142525656643935,2.44027591338434e-166,2.63288721780165e-102
DEL,T,1,4,6.09610683648825e-170,5.21750380314064e-245,2.07901673550126e-237,2.47906445580413e-24,3.15822523041699e-21,0.103999151664435,0.00138563265542049,6.63866847921947e-282,0,4.19632721939275e-82,1.62468367952039e-88,0,7.21561341070292e-156,3.40819144083788e-23,0.0350452699781729,0.939363162893601,2.86827187687209e-119
DEL,T,1,5+,4.40324027641546e-218,4.75602442059413e-137,4.71473515336335e-255,1.56375406923786e-70,4.56372435237297e-34,0.0020444026156584,3.75227418099644e-236,3.74447974545189e-254,0,1.7129113413425e-142,3.65253278375764e-148,0,2.74362076587907e-33,6.34043306661674e-207,0.876534269606933,3.29085442358309e-184,9.26180744153749e-93
INS,C,1,0,0.739871513659816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INS,C,1,1,0.020900182460773,1.84169669062063e-248,0,0.000864070503513539,0.016185188912007,0.00216819482684901,0,0.00544786261167711,0.00350837508189763,0.00142075959627129,0,0,1.74069797194012e-40,0,9.72638248936779e-05,3.68781814701447e-112,0
INS,C,1,2,0.000856111013700882,0.0024617284430625,0,0.00196222237647378,0.0126140083420553,6.09262436262612e-05,0,4.01381456797584e-105,0.000404902306105539,0,1.1125408479495e-308,0,1.16478050548417e-05,1.28882969484758e-81,1.79612221360883e-05,7.1620314923908e-05,5.63810043244089e-135
INS,C,1,3,0.000995015396780239,0,0,0.00761260341109282,0.00298474779705063,0.00414086906643501,0.000551978061842119,0,0,0,0,0,0.000805286230991796,0,0.000224448198353792,0,0
INS,C,1,4,0.000772903595357159,0,0,0.00842273166303367,0.000168983674077455,0.0246395958024061,0,0,0,0.000172607904697729,0,0,0.00143819128196151,0,0.00166065349879651,0,0
INS,C,1,5+,0,0,0,0.00907384667950029,0,0.101238589522654,0.000429507388526742,0,0,0,0,0,0.0195066057107519,0,0.00400416551154214,0,0
INS,T,1,0,0.0546083354370294,0.00469955886481412,2.80938282830593e-268,0.0206508943811093,4.40375018077158e-05,0.00989413094081501,0.00363941667239088,1.62976582633543e-43,0.000182451060012177,0.00736972930420913,4.37757244507196e-185,0,0.00213341424157773,0.0183392934176276,0.000708064113353072,3.71117018096766e-100,0.0478617964270434
INS,T,1,1,0.0041393544156428,0.00410944670283377,0,0.0533568428049025,0.042254194544515,0,0,8.77419670206419e-16,8.33698902216998e-97,0.000256041121825999,0,0,1.07280378709353e-05,0.0113028969189627,4.35364805830999e-175,0,0
INS,T,1,2,0.0022897413121096,2.83354887138345e-127,0,0.0507172594638772,0.0629157279145868,0.00641537091751645,0,0.000290115270770451,0,0,0,0,2.25454529537748e-05,1.77341924655136e-38,0.000264680092594234,2.51466462016279e-85,0.0011292263571771
INS,T,1,3,0,6.71142318382565e-65,0,0.028215463409785,0.042380322484131,0.0058627663417772,0,0,0,1.82807599632828e-90,0,0,0.00390214914683746,0.000604128077658131,0.000947164984692954,1.0017379365608e-288,0.0111212270510904
INS,T,1,4,0.00515676762934054,1.12168365934322e-85,0,0.00703656197409837,0.023008513623809,0.0328829496871188,0.000349042618376039,0,0,0.000530751752069872,0,0,0.0136380325524536,0.00449856414732862,0.00264340859785251,3.16021797469426e-224,0.0116058603084308
INS,T,1,5+,4.56069199549532e-184,2.99958513117262e-68,1.4373098177323e-189,1.40651984685172e-38,0.00100947113409714,1.17793095443356e-57,4.24709454897002e-154,1.16945604218335e-156,0,2.99867480313516e-32,7.65912106625293e-95,0,0.91930397488741,0.00121557432224454,0.00361499636998855,4.71283966706106e-126,1.70895000326608e-85
DEL,repeats,2,0,0.000173473891454179,0.00821161466492604,1.8363256708377e-200,0.00841013408275968,0.0336811091681254,2.04191565739831e-94,0.102172775678234,0.00564319160901129,0,2.05506547917924e-14,0.00193490453581038,0,0.000468366375066046,0.0201501663559722,2.14431842799485e-306,5.0490014240173e-191,0.0309768418649943
DEL,repeats,2,1,0.00431985618823401,0,0,0.00681798361648986,0.0112180461238234,0.0163089023064826,0.16449986933969,0,0,0,0.0187263211575246,0.994570897216888,0,0,0.00235072352119526,1.96268190567071e-211,2.21311756055578e-134
DEL,repeats,2,2,0.00241573807459992,0,2.99274566759775e-281,0.0141643778537842,0.00322442454172837,0.00903294517328316,0.0513339235317268,0,0,0.00185242044606993,0,0,0.000629294712838467,0,0.00136240590411081,9.95997945113627e-228,0.00282519725172774
DEL,repeats,2,3,0,0,0,0.00691122245307212,0,0.00485511645463925,0.0119428449198533,0,0,0.00040520617906224,0,0,0.000198022443413635,0,0.000552590159580554,0,0
DEL,repeats,2,4,0.000206074316947504,0.000379701131626713,0.000429851159829699,0.00326612033693468,0.000887185218353464,0.00456243445228682,0.00363343639189839,0,9.51047749981925e-214,9.75343092070262e-05,3.65082128516773e-148,0,0.00013331506036444,6.14328032561554e-304,0.000544077412839613,8.06559907337961e-292,0
DEL,repeats,2,5+,0,0,0,0,0.0417494047141919,0,0.00121241102519671,0,0,0,0,0,0,0,0,0,6.31972030186909e-287
DEL,repeats,3,0,0.00212965321965821,0.0208704956968703,0.00559610039176209,0.000927543831868841,0.0279716011802871,0,0.00510572864786879,0.00543202191312864,0,0.000913480770191304,0.000906355446313683,0,3.76948137828344e-05,0.00187291150164266,0,0.000136963290302643,0.00585159765345032
DEL,repeats,3,1,0.00465550873985727,1.48554260862373e-249,1.11496813021605e-308,0,0.00211859290408904,0.0362664805032857,0.116366921287627,0,0,0.0045880133454072,0,0,0.00443708349785128,0.00127225921502628,0.00302091894009382,1.79991830221472e-178,0
DEL,repeats,3,2,0.00172694888038077,0,0,0,0,0.0132881432080058,0.0148808518176938,0,0,0.000339279184412232,0,0,0.000390403925375308,0,0.00154239425603066,0.0086555226252531,0.000284225060002452
DEL,repeats,3,3,0.000511075070059273,0.000382332496986034,0,5.85321089432429e-06,0.000493974801487375,0.00482588099455252,0.00403007581588609,3.77728131410135e-65,0,0.000130072579930735,0.000596365221889959,0,0.000334579934187338,0.000143760100448041,0.000239723700829759,8.37534523736369e-194,0
DEL,repeats,3,4,0,0,0,0,0.0102344036409481,0,0.000570995143927397,0,0,0,0,0,0,0,0,0,0.000632069742036907
DEL,repeats,3,5+,0,0,0,0,0.0160336198383864,0,0.000388354207599523,0,0,1.34510770887935e-55,0,0,0,0,0,0,0
DEL,repeats,4,0,0.000188500556308316,0.00857053101338299,0.00394289208080545,0,0.0173916575157658,0,0.00668556961557058,0.00782965005220424,9.1085458028324e-194,0.00260461763551808,0,0,5.01940236844377e-05,0.00096698459620484,3.38780393034856e-06,0.000191808892684491,0.00603095669504362
DEL,repeats,4,1,0,0.00056576415224786,0,0.00115648777395298,5.1954459597829e-87,0.011095378808863,0.0621947971938055,1.75109626969391e-05,9.68336587777406e-148,0.0026462329564927,1.03526143699527e-74,0,0.000524829876648495,0.000717485520800757,0.00145322443338316,0.014910282976638,0
DEL,repeats,4,2,0.000431702311150641,0,0,0,0,0.00306135068935661,0.0127072874532018,0,0,0.000591174318102789,0,0,0,0,0.000391743675871509,0,0
DEL,repeats,4,3,0,0,0,0,0.00657757833984264,0,0.00407000692163728,0,0,0.000167142811974331,0,0,0,0,0,0,0.000197938437134587
DEL,repeats,4,4,0,0.000390249912618487,0,0,0.00858251864834096,0,0.000181719959638477,0,0,0,0,0,0,0,0,0,5.70452392835259e-05
DEL,repeats,4,5+,0,0,0.000406992188810403,1.45746516857585e-71,0.00244553585541755,0.00165613576687954,0.000818439180340867,0,0,0.000103487020467522,0,0,1.23451657213976e-05,0,0.000134810889644547,5.98530927380716e-222,0.000357160566161924
DEL,repeats,5+,0,1.94306351136184e-252,0.534731145140051,0,0.000847808490831933,0.0177425771056537,0,1.81891225239388e-257,3.72402165252838e-276,0,0.014269098679693,0,0,0,1.2442330099287e-250,0,0,1.10877323547861e-60
DEL,repeats,5+,1,8.60598487739066e-05,0,0,0,0,0.0144719142811797,0.0135614257293857,0,0,0.00837514116585988,0,0,0,0,0.00249067457937993,0,0.00137811633305324
DEL,repeats,5+,2,0,0.000244574425028623,0,0,0.000345215288936181,0.00378995915851978,0.00292523479911044,0.000186036309300479,8.04812513276917e-179,0.000484421362989622,0.0005085114039158,0,7.68138423317881e-05,0,0.000199235903365743,0,0.000203295489379776
DEL,repeats,5+,3,0.000109582241065597,0,6.28026892677297e-05,0,0.000289750721832008,0.00109468093883576,0.00105343968923059,0,0,0.000198568334939024,5.54547173661648e-05,0,3.31609195822143e-21,1.21083959448285e-129,0.000110465342720016,0.000401232209615011,0
DEL,repeats,5+,4,0,0,0,1.51073496803673e-05,6.41594647266531e-198,0.000764558475329548,0,0,0,7.75876413359312e-05,0,0.0018894893936062,0,0,3.9274000963786e-05,0.000488854263751768,0
DEL,repeats,5+,5+,1.98986277728424e-05,0,0,0,0.00120015385402557,3.0392921840429e-05,0.000181999513400295,0,0,0,0,0,3.00066471672964e-05,5.10810377006115e-05,2.78613919526183e-05,0.00010894007468372,7.2844609338203e-05
INS,repeats,2,0,0.0354782671765324,0.00305625202273929,0.000412611156997165,0.00220367786457241,0.00816136611174255,0.00137452045332992,0.000765456544050218,1.19352087402435e-165,0,0.00226037809356271,0.00198324489388036,0,0.000422122574697032,0.000351808198926137,0.00022958555653775,0.000475126106772497,0.0142800670214949
INS,repeats,2,1,0,0.00175130303774382,0.0172639410297105,0.00227616336793428,0.0312613881494049,0.00038116488180961,8.84677648595059e-05,5.57220491338787e-275,0,0,0.0029312960923637,0,0,0,0.000205371231388952,0.00192475831970439,0.00310341174253014
INS,repeats,2,2,0.00147030625370276,0,0.00451118969180358,0.000916179369340033,0.0108232234332035,0.00514215203884917,0,5.09891397330444e-05,0,0.000166923062105087,0.00819958766497633,0,0.000225473961866011,0,0.000715170639804778,0,0
INS,repeats,2,3,0.00130554693429352,0.000362271701532607,4.50275543521695e-62,0.000866117967218341,0.00174361131604804,0.00340800082028199,0.000223873435859087,2.41468165839947e-136,0.000178003869149556,0.000408876399171503,0.000544191445005408,0,0.000422828316573179,0.000535101537350736,0.000289994161625931,2.13498333379626e-11,0.000936304207417819
INS,repeats,2,4,0.00526847517629635,0,0,0.000260077230201352,0,0.0201561981913934,1.04108186047469e-163,2.44759019341689e-103,0,6.0868526138132e-06,0,0,0.0021399833481015,8.700463088752e-149,0.00133959367568256,0,0
INS,repeats,2,5+,0,9.336569611105e-108,1.43391278778174e-239,0,1.37473337037852e-169,0.139648586661004,0,6.73488720476388e-76,0,0,4.88679801164748e-260,0,0.0143976052599028,0,0.0096665252354589,0,2.3579779688966e-139
INS,repeats,3,0,0.0103133728140575,0.000581619874676069,0.000228908036914783,7.68293035546682e-05,0.00662270777724778,0,3.63478724147372e-05,1.06404578349109e-129,0,0.00114918708520079,0.0020503816913287,1.198832132475e-155,2.46310681161184e-05,0.000214258717804509,1.69625916036892e-05,0.000670635120494628,0.000304680577377242
INS,repeats,3,1,0.00401383937830582,0.000289486295465764,1.69764830976283e-175,0.000197431605094676,0.00871792303142668,0.00649392796286297,0.000408663318991939,1.73927209799043e-39,2.18055530308268e-15,1.90019452768982e-306,0.00431146337839719,0,0.000307360982904529,0.000214696072251964,0.000736123179553144,1.96263045043512e-60,0.00528185854455825
INS,repeats,3,2,0.000305704186435702,0,0,1.70320744986878e-05,0.00222555425535824,0.00144550606156581,0.00110252658472529,0,0,0.000884689827741179,0,0,3.8741702824606e-05,0,9.46835915201708e-05,0.00159056193744935,0.000225464165923609
INS,repeats,3,3,0.000364410026577399,0,0,0,0,0.000172860755092572,0,0.00022837536768919,0,0.000348228778389083,0,0.000268511331746087,0.000132717568462416,0,0,0,0.00012184170157523
INS,repeats,3,4,0.00109404534078418,0,2.41733396364121e-73,0,0,0.00109028811507596,0,0.000328701723123378,7.72594058060523e-193,0.000144528872826229,0,0.00204935130884622,8.3493604338795e-05,7.88380162000232e-05,8.64539886031502e-05,0,0
INS,repeats,3,5+,0.00273342352139259,0,0,0,0,0.016945911191891,0,0,0,0,0,0,0.00084402291558317,0,0.0013964103980955,0,0
INS,repeats,4,0,0.00719710339394,0.00099243498964834,0.000138312767628587,0,0.00418892589923382,0,0.000602379568988522,0,7.63406563006187e-154,0.0019392576839213,0,0,0,0,9.57975846208553e-06,3.93215518357624e-197,0.00190552785380958
INS,repeats,4,1,0.00230327555238332,0.000965381893632914,6.03160851724632e-225,0,0.00417040125497128,0.00859895795405847,0.00152617361329556,0,0.000604009520591726,0.000567521895886219,0.00538735023901827,0,0.000567758145503008,0.000330125867848451,0.000781059015859361,0.000800089370677573,0.00585562005831202
INS,repeats,4,2,2.05559166870811e-05,1.8650106868424e-154,0.000472420588208136,9.60880081785555e-05,0.000503111507750215,9.11000437760804e-05,0,0.000469923110608583,0,0.000482449031068038,0,0.00122175074891328,3.27180313517363e-05,0,1.73478058594275e-05,0,8.58129020231279e-05
INS,repeats,4,3,0.00115695476521719,0,0,0,0,0.00102612095854443,6.44843813555853e-05,0,0,0.000434915775193414,0,0,7.45185394396048e-05,0,0.000146569558971498,0,0
INS,repeats,4,4,0.00202748512552659,2.32384273642441e-05,0,0,0,0.00123594121686014,0.000269287254141894,0.000354012433697981,0,0,0,0,0.000326025721488249,0.000315865234616003,0.000142569080208553,0,1.11253692926774e-308
INS,repeats,4,5+,2.08499075844346e-218,0.000654559704419754,0,0,0.000730046428938308,0.0134319476236701,1.46541620915932e-258,0.00144514201469172,0,0,0,0,0.00084781206315123,0,0.00149607651538988,0.000874702478545617,0.000960678412177566
INS,repeats,5+,0,0.00384698196135852,0,0,0,0.00766998136603547,0,0,0,0,0.00993366653595362,0,0,0,0,0,0,0.00310654893966203
INS,repeats,5+,1,0.0343065854466968,0.0161768142180258,3.31323679352435e-63,0.000142384654946366,0.00364462898679525,3.00185975543588e-66,0.00205314102475595,0.00414481805320454,0.00676107925268357,0.00609055653986423,0,0,0.0016473827590141,0.00183282930756159,7.81988875161565e-05,0.000836714792773282,0.0198901177272551
INS,repeats,5+,2,0.00063240252202,0,0.000204171987769339,0,0.000467084578697467,0,0,0,0,0.00153040587616125,1.60449828006888e-08,0,0.000247490018588028,0,1.7865642452654e-05,0,0.000292957723161833
INS,repeats,5+,3,6.89829326374767e-05,0,5.83103974203089e-05,9.02223555276058e-06,0.000339026177572274,0.00100909215179013,0,1.63532646743606e-05,2.28225541095085e-209,8.06703988696134e-05,0,0,0.000198553831688238,0.000175086608772643,6.07140382212477e-05,0.000145818692826438,0
INS,repeats,5+,4,0,0,0.00144564001392326,0,0.000153158700573981,0,0,0,0.00019142165736557,0,0,0,0.000187812408174283,6.21311645689809e-297,2.05240514454413e-06,0,0
INS,repeats,5+,5+,0,5.36682461802662e-05,0,1.95719667858961e-05,0.00114092423471867,0.000956256430734816,0,0.00114703274141427,0.000299886541646337,0,0,0,0.000140058235742299,0,5.41959405670333e-05,2.25372950933667e-295,1.72569438750019e-05
DEL,MH,2,1,0.00204307364150742,1.27286482906958e-213,1.7523421516563e-274,0.00963783951245659,0.0346319125485823,6.99847082831019e-30,0.236803868421518,0,0,0,1.71900028205749e-236,0,0.000262891977585007,0,9.12647391310378e-05,0,0.0130123421908653
DEL,MH,3,1,0.00173423425847573,0.0146310280009407,9.43624175205132e-44,0.000532504168498413,0.023751176805248,0,0.00667146454314528,0.00924042582689324,0,0.00107336691162654,0,0,0,0.00287956684009085,0,0,0.00304447727833739
DEL,MH,3,2,0.00393172217830021,0.00456787155538004,2.90321717959666e-06,0.00038548930320489,0.0119990976299301,0.0150599066716624,0.0469595673328544,0.000385822903364424,0.00165344202859285,0.00429096575482528,7.4369170952397e-61,0,0.00150441642471067,1.43007245652244e-163,0.00216942305415067,0.00681293551627223,0.00031746875225447
DEL,MH,4,1,0,0.00433593484391723,0.00247853668342425,3.50772438237591e-247,0.0143066960604055,0.000557007814062597,0.013950293357757,0.0105779915003167,4.56774801635134e-173,0.00272355684755309,0.00324385145418997,0,2.18328178376317e-05,0.00201557038603328,4.73881774115568e-05,4.68297160824249e-61,0.00142176588620855
DEL,MH,4,2,0.000495170413553279,0.000757673673093156,1.49794856948542e-21,0.000128938956219582,0.00757928056557376,0.00117080717611831,0.0339382272461802,1.83697215247206e-38,0.000326338672266004,0.0108310106818103,0.00404234618326707,0,0.00021438803100252,0.00147736551184026,0.000406803636330828,0.00252035343891683,3.31825968751138e-110
DEL,MH,4,3,0.00183931616437768,3.02961078859975e-182,4.0172781288853e-109,0,0.00263986633161359,0.00442569484938284,0.0539602836446149,0,2.77091369368327e-171,0.00566392480842105,0,0,0,0.00106430244351004,0.000386941295003293,0.00330886012655458,0
DEL,MH,5+,1,0,0.207508551064861,0,0,5.85859990536478e-230,1.74836087299465e-194,0,0.946471676334953,8.99311188163723e-289,0.0548270491578707,0,0,0,0,3.53301603512698e-165,0,2.56519484416326e-298
DEL,MH,5+,2,0,0.0540618592526001,0,1.52306421237301e-299,5.82600137421099e-264,0,0,5.14829673428144e-126,0.985890090009687,0.243834560715739,0,0,0,0,0,0,8.09993377310953e-278
DEL,MH,5+,3,0,0.0311305094491603,1.11253692925396e-308,0.000880478257142068,0.00885542889482553,0,0,1.14556296679179e-79,0,0.280092914544757,6.60534089483907e-177,0,0,3.99491444591282e-173,0,0.00116401119340696,3.04868078338035e-248
DEL,MH,5+,4,0,2.44491101079695e-192,6.26632573431359e-218,0.00132156158473479,0.0020272791098931,0.00440376596477916,0.00349017096142702,0,0,0.158147556619094,9.86443556630677e-166,0,3.3142032501377e-06,0,0.000177776156244575,0,0
DEL,MH,5+,5+,0.000527074927188469,3.63769057494603e-213,0,0,0,0.0147813282644581,0,0,0,0.127947090656445,0,0,0.000939710580926007,0,0.00160171797802134,0,0.0105195058365419
